nameseq,k1,k2,label
ABDC01407961.1/461-543,0.7426331833357527,0.917906008328376,cdbox
AANU01214492.1/21213-21296,0.7423469387755102,0.9208883727681811,cdbox
AK026501.1/773-856,0.7395124716553287,0.9188561474814922,cdbox
AC010538.9/180240-180157,0.7395124716553287,0.9188561474814922,cdbox
nameseq,k1,k2,label
ABDC01407961.1/461-543,0.7426331833357527,0.917906008328376,cdbox
AANU01214492.1/21213-21296,0.7423469387755102,0.9208883727681811,cdbox
AK026501.1/773-856,0.7395124716553287,0.9188561474814922,cdbox
AC010538.9/180240-180157,0.7395124716553287,0.9188561474814922,cdbox
