nameseq,k1,k2,label
BA000002.3/509234-509293,0.7494444444444444,0.9238724504452743,cdbox
AJ248285.1/47926-47870,0.7393044013542629,0.9088010204081632,cdbox
BA000001.2/1316443-1316499,0.7349953831948293,0.9043367346938775,cdbox
AE009950.1/1301535-1301479,0.7466912896275777,0.9100765306122449,cdbox
nameseq,k1,k2,label
BA000002.3/509234-509293,0.7494444444444444,0.9238724504452743,cdbox
AJ248285.1/47926-47870,0.7393044013542629,0.9088010204081632,cdbox
BA000001.2/1316443-1316499,0.7349953831948293,0.9043367346938775,cdbox
AE009950.1/1301535-1301479,0.7466912896275777,0.9100765306122449,cdbox
