nameseq,k1,k2,label
DQ115391.1/34856-34969,0.6966759002770083,0.9071971180202052,cdbox
AF064261.1/1-113,0.694024590805858,0.9064094387755102,cdbox
CR382122.1/717566-717458,0.7295682181634542,0.924554183813443,cdbox
CR382128.1/1675383-1675296,0.7262396694214877,0.9184832870920862,cdbox
nameseq,k1,k2,label
DQ115391.1/34856-34969,0.6966759002770083,0.9071971180202052,cdbox
AF064261.1/1-113,0.694024590805858,0.9064094387755102,cdbox
CR382122.1/717566-717458,0.7295682181634542,0.924554183813443,cdbox
CR382128.1/1675383-1675296,0.7262396694214877,0.9184832870920862,cdbox
