nameseq,k1,k2,label
CM000208.1/3814615-3814725,0.7317587858128398,0.9168595041322314,cdbox
FR799008.1/90689-90589,0.7463974120184296,0.9254,cdbox
LGTL01000019.1/510774-510874,0.7444368199196157,0.9244,cdbox
AHKC01019934.1/77-178,0.7187620146097655,0.9124595627879619,cdbox
nameseq,k1,k2,label
CM000208.1/3814615-3814725,0.7317587858128398,0.9168595041322314,cdbox
FR799008.1/90689-90589,0.7463974120184296,0.9254,cdbox
LGTL01000019.1/510774-510874,0.7444368199196157,0.9244,cdbox
AHKC01019934.1/77-178,0.7187620146097655,0.9124595627879619,cdbox
