nameseq,k1,k2,label
AL713946.3/150758-150869,0.7450573979591837,0.9288207126044964,cdbox
AJ536284.1/1-112,0.7431441326530612,0.9271974677380083,cdbox
AJ536283.1/1-110,0.7497520661157024,0.9340964565272283,cdbox
AC021043.4/111618-111721,0.7472263313609467,0.9312847582241494,cdbox
nameseq,k1,k2,label
AL713946.3/150758-150869,0.7450573979591837,0.9288207126044964,cdbox
AJ536284.1/1-112,0.7431441326530612,0.9271974677380083,cdbox
AJ536283.1/1-110,0.7497520661157024,0.9340964565272283,cdbox
AC021043.4/111618-111721,0.7472263313609467,0.9312847582241494,cdbox
