nameseq,k1,k2,label
AC155101.19/100605-100523,0.7318914211061112,0.916716240333135,cdbox
AARH01007481.1/123778-123693,0.7406706327744726,0.9215224913494809,cdbox
AASG02001268.1/26859-26944,0.7412114656571119,0.9278892733564014,cdbox
BT017923.1/466-551,0.7444564629529475,0.9284429065743944,cdbox
nameseq,k1,k2,label
AC155101.19/100605-100523,0.7318914211061112,0.916716240333135,cdbox
AARH01007481.1/123778-123693,0.7406706327744726,0.9215224913494809,cdbox
AASG02001268.1/26859-26944,0.7412114656571119,0.9278892733564014,cdbox
BT017923.1/466-551,0.7444564629529475,0.9284429065743944,cdbox
