nameseq,k1,k2,label
Z49425.1/3177-2988,0.7291412742382272,0.9188432574675961,cdbox
AABY01000001.1/58183-58381,0.7345774096613722,0.9248035914702581,cdbox
AABZ01000130.1/3235-3036,0.73655,0.9261382288326052,cdbox
AACI02000020.1/23732-23928,0.7357056352907831,0.9252394835485215,cdbox
nameseq,k1,k2,label
Z49425.1/3177-2988,0.7291412742382272,0.9188432574675961,cdbox
AABY01000001.1/58183-58381,0.7345774096613722,0.9248035914702581,cdbox
AABZ01000130.1/3235-3036,0.73655,0.9261382288326052,cdbox
AACI02000020.1/23732-23928,0.7357056352907831,0.9252394835485215,cdbox
