nameseq,k1,k2,label
X05499.1/123-455,0.7356004653301951,0.9280193061402235,cdbox
M18578.1/157-489,0.7364481598715833,0.928563652199158,cdbox
M26648.1/338-671,0.7359711714295959,0.9281894507119732,cdbox
AJ507112.1/1-294,0.736359850062474,0.9274889631795362,cdbox
nameseq,k1,k2,label
X05499.1/123-455,0.7356004653301951,0.9280193061402235,cdbox
M18578.1/157-489,0.7364481598715833,0.928563652199158,cdbox
M26648.1/338-671,0.7359711714295959,0.9281894507119732,cdbox
AJ507112.1/1-294,0.736359850062474,0.9274889631795362,cdbox
