nameseq,k1,k2,label
AF396686.1/578-664,0.7425023120623596,0.9159004867495943,cdbox
AF357333.1/1-64,0.73046875,0.8974552784076594,cdbox
AF272707.1/1-72,0.7357253086419753,0.9117238643126364,cdbox
AF396685.1/1899-1983,0.744083044982699,0.9178004535147393,cdbox
nameseq,k1,k2,label
AF396686.1/578-664,0.7425023120623596,0.9159004867495943,cdbox
AF357333.1/1-64,0.73046875,0.8974552784076594,cdbox
AF272707.1/1-72,0.7357253086419753,0.9117238643126364,cdbox
AF396685.1/1899-1983,0.744083044982699,0.9178004535147393,cdbox
