nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
AY948703.1/1-131,67.67857142857144,4.678571428571429,0.38582014268399795,13.0,2.0,2.5220962288848345,3.461038961038961,0.04523809523809524,0.043010752688172046,128.0,271.0,891.0,2.285714285714285,1.8928571428571426,0.40690083929126614,11.0,0.0,2.6704639205614455,1.7976931348623157e+308,0.0,0.0,128.0,15.0,16.0,0.01785714285714286,0.8928571428571427,0.708549222797928,8.0,0.0,1.886782705981756,1.7976931348623157e+308,0.0,0.0,128.0,1.0,0.0,0.0,0.3571428571428572,1.0,8.0,0.0,1.5169114701139501,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.21428571428571425,0.0,6.0,0.0,1.1134612334371354,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.21428571428571425,0.0,6.0,0.0,1.1134612334371354,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
DQ789483.1/3-133,74.26315789473685,4.5964912280701755,0.4941596679216141,14.0,2.0,2.5468222313293145,3.6522556390977443,0.06516290726817042,0.07446808510638298,128.0,268.0,899.0,2.3333333333333335,2.0000000000000004,0.5226780021253985,12.0,0.0,2.4779731389167603,1.7976931348623157e+308,0.0,0.0,128.0,22.0,24.0,0.0,0.5263157894736843,1.0,8.0,0.0,1.5344610249592896,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.3157894736842105,1.0,8.0,0.0,1.3785053530219786,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.1754385964912281,0.0,5.0,0.0,0.9200077615527645,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
DQ789473.1/5-135,81.38333333333334,4.4,0.5153998097885724,14.0,2.0,2.5832795693330084,3.7587570621468926,0.03555555555555556,0.06405693950177936,128.0,269.0,905.0,2.1666666666666674,1.7666666666666668,0.5251120018863474,12.0,0.0,2.4587711474546703,1.7976931348623157e+308,0.0,0.0,128.0,15.0,16.0,0.0,0.5000000000000004,1.0,8.0,0.0,1.5,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.3000000000000001,1.0,8.0,0.0,1.3453624047073711,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.16666666666666669,0.0,5.0,0.0,0.8975274678557507,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AY948702.1/1-131,71.8103448275862,4.551724137931033,0.5504009488078813,20.0,2.0,2.8658056205776763,3.5196612220205687,0.07011494252873562,0.07547169811320754,128.0,302.0,1061.0,0.6896551724137931,1.5862068965517244,0.694555112881806,16.0,0.0,2.6719131900428295,1.7976931348623157e+308,0.25925925925925924,0.23076923076923078,128.0,11.0,6.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
AY948703.1/1-131,67.67857142857144,4.678571428571429,0.38582014268399795,13.0,2.0,2.5220962288848345,3.461038961038961,0.04523809523809524,0.043010752688172046,128.0,271.0,891.0,2.285714285714285,1.8928571428571426,0.40690083929126614,11.0,0.0,2.6704639205614455,1.7976931348623157e+308,0.0,0.0,128.0,15.0,16.0,0.01785714285714286,0.8928571428571427,0.708549222797928,8.0,0.0,1.886782705981756,1.7976931348623157e+308,0.0,0.0,128.0,1.0,0.0,0.0,0.3571428571428572,1.0,8.0,0.0,1.5169114701139501,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.21428571428571425,0.0,6.0,0.0,1.1134612334371354,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.21428571428571425,0.0,6.0,0.0,1.1134612334371354,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
DQ789483.1/3-133,74.26315789473685,4.5964912280701755,0.4941596679216141,14.0,2.0,2.5468222313293145,3.6522556390977443,0.06516290726817042,0.07446808510638298,128.0,268.0,899.0,2.3333333333333335,2.0000000000000004,0.5226780021253985,12.0,0.0,2.4779731389167603,1.7976931348623157e+308,0.0,0.0,128.0,22.0,24.0,0.0,0.5263157894736843,1.0,8.0,0.0,1.5344610249592896,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.3157894736842105,1.0,8.0,0.0,1.3785053530219786,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.1754385964912281,0.0,5.0,0.0,0.9200077615527645,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
DQ789473.1/5-135,81.38333333333334,4.4,0.5153998097885724,14.0,2.0,2.5832795693330084,3.7587570621468926,0.03555555555555556,0.06405693950177936,128.0,269.0,905.0,2.1666666666666674,1.7666666666666668,0.5251120018863474,12.0,0.0,2.4587711474546703,1.7976931348623157e+308,0.0,0.0,128.0,15.0,16.0,0.0,0.5000000000000004,1.0,8.0,0.0,1.5,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.3000000000000001,1.0,8.0,0.0,1.3453624047073711,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.16666666666666669,0.0,5.0,0.0,0.8975274678557507,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AY948702.1/1-131,71.8103448275862,4.551724137931033,0.5504009488078813,20.0,2.0,2.8658056205776763,3.5196612220205687,0.07011494252873562,0.07547169811320754,128.0,302.0,1061.0,0.6896551724137931,1.5862068965517244,0.694555112881806,16.0,0.0,2.6719131900428295,1.7976931348623157e+308,0.25925925925925924,0.23076923076923078,128.0,11.0,6.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.41379310344827597,1.0,12.0,0.0,1.8849172922367516,1.7976931348623157e+308,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
