nameseq,k1,k2,label
AL031296.1/85969-86120,1.9941825396323847,3.933509132594578,hacabox
AANU01225121.1/438-603,1.9812581294084093,3.8623426281168394,hacabox
AL031296.1/85969-86120,1.9941825396323847,3.933509132594578,hacabox
AANU01225121.1/438-603,1.9812581294084093,3.8623426281168394,hacabox
BC028232.1/151-277,1.8489635553477433,3.6092644118935233,hacabox
ABDC01310736.1/270-396,1.8976609881475568,3.7241983613015135,hacabox
AANG01147281.1/396-522,1.9145060968733447,3.7651676464255646,hacabox
AAFC03057820.1/30291-30417,1.9546158787972754,3.852196708726509,hacabox
AANU01174700.1/2922-2796,1.9721933963222582,3.6570835333840823,hacabox
BC028232.1/151-277,1.8489635553477433,3.6092644118935233,hacabox
ABDC01310736.1/270-396,1.8976609881475568,3.7241983613015135,hacabox
AANG01147281.1/396-522,1.9145060968733447,3.7651676464255646,hacabox
AAFC03057820.1/30291-30417,1.9546158787972754,3.852196708726509,hacabox
AANU01174700.1/2922-2796,1.9721933963222582,3.6570835333840823,hacabox
CP002684.1/29422149-29422275,1.873461146304321,3.6410104436395554,hacabox
CP002684.1/29422149-29422275,1.873461146304321,3.6410104436395554,hacabox
AY948644.1/1-132,1.9903624940286346,3.9267809254188477,hacabox
AM051045.1/1-130,1.991042621572368,3.9343424225495087,hacabox
AAGD02011775.1/10125-10258,1.9730181796179844,3.908691336479005,hacabox
AY948644.1/1-132,1.9903624940286346,3.9267809254188477,hacabox
AM051045.1/1-130,1.991042621572368,3.9343424225495087,hacabox
AAGD02011775.1/10125-10258,1.9730181796179844,3.908691336479005,hacabox
AM286188.1/1-127,1.9898336530696232,3.9671843731827523,hacabox
DQ789479.1/4-131,1.9679738877499033,3.870540062556399,hacabox
DQ789525.1/3-129,1.9898336530696232,3.9671843731827523,hacabox
AM286188.1/1-127,1.9898336530696232,3.9671843731827523,hacabox
DQ789479.1/4-131,1.9679738877499033,3.870540062556399,hacabox
DQ789525.1/3-129,1.9898336530696232,3.9671843731827523,hacabox
AY948646.1/1-142,1.9300188470688462,3.8072478544380144,hacabox
AAGD02009255.1/32794-32653,1.8909536586708322,3.749573084451815,hacabox
DQ789505.1/1-143,1.9203440332487096,3.7903134393729054,hacabox
AY948646.1/1-142,1.9300188470688462,3.8072478544380144,hacabox
AAGD02009255.1/32794-32653,1.8909536586708322,3.749573084451815,hacabox
DQ789505.1/1-143,1.9203440332487096,3.7903134393729054,hacabox
AY948647.1/1-169,1.9824610458842022,3.90358860832447,hacabox
AY948716.1/2-197,1.971175906091962,3.8879595450046724,hacabox
DQ789490.1/2-146,1.9655294285610652,3.904502878482178,hacabox
ABEG02009257.1/8953-8799,1.9735744430714393,3.840408560512548,hacabox
AY948647.1/1-169,1.9824610458842022,3.90358860832447,hacabox
AY948716.1/2-197,1.971175906091962,3.8879595450046724,hacabox
DQ789490.1/2-146,1.9655294285610652,3.904502878482178,hacabox
ABEG02009257.1/8953-8799,1.9735744430714393,3.840408560512548,hacabox
AY948648.1/1-141,1.918553497311604,3.7466403168381137,hacabox
DQ789506.1/1-149,1.9498007405484452,3.8457027273837237,hacabox
AY948648.1/1-141,1.918553497311604,3.7466403168381137,hacabox
DQ789506.1/1-149,1.9498007405484452,3.8457027273837237,hacabox
AY948712.1/1-127,1.9307952760155485,3.772806649737825,hacabox
AM051026.1/1-124,1.980381411805208,3.8620722834031884,hacabox
AY948712.1/1-127,1.9307952760155485,3.772806649737825,hacabox
AM051026.1/1-124,1.980381411805208,3.8620722834031884,hacabox
AY948601.1/1-137,1.9903789137189436,3.8334982808554825,hacabox
DQ789470.1/1-139,1.98678774133651,3.8551361919508604,hacabox
AM051030.1/1-135,1.9913560341811931,3.8186835317578645,hacabox
AY948601.1/1-137,1.9903789137189436,3.8334982808554825,hacabox
DQ789470.1/1-139,1.98678774133651,3.8551361919508604,hacabox
AM051030.1/1-135,1.9913560341811931,3.8186835317578645,hacabox
DQ789472.1/2-132,1.965096590666331,3.813966806723877,hacabox
AY948664.1/1-130,1.9823542284765983,3.8651296749053192,hacabox
DQ789472.1/2-132,1.965096590666331,3.813966806723877,hacabox
AY948664.1/1-130,1.9823542284765983,3.8651296749053192,hacabox
DQ789475.1/2-133,1.974119703378011,3.9006524097299753,hacabox
AY948673.1/1-130,1.9865324832295628,3.8857043097954294,hacabox
AY948674.1/1-129,1.9869599221107919,3.885104951695638,hacabox
ABLE03021145.1/2158-2290,1.9873359404815498,3.912735180226838,hacabox
DQ789475.1/2-133,1.974119703378011,3.9006524097299753,hacabox
AY948673.1/1-130,1.9865324832295628,3.8857043097954294,hacabox
AY948674.1/1-129,1.9869599221107919,3.885104951695638,hacabox
ABLE03021145.1/2158-2290,1.9873359404815498,3.912735180226838,hacabox
AY948675.1/1-137,1.9722789649647205,3.899660336759459,hacabox
DQ789469.1/2-141,1.9472504770639565,3.8364228606027395,hacabox
AY948675.1/1-137,1.9722789649647205,3.899660336759459,hacabox
DQ789469.1/2-141,1.9472504770639565,3.8364228606027395,hacabox
AY948676.1/1-131,1.995798873382635,3.946380391309751,hacabox
DQ789464.1/2-132,1.995779795088235,3.9422546785345767,hacabox
AM051048.1/1-129,1.9942641251258502,3.9514888194440774,hacabox
AY948676.1/1-131,1.995798873382635,3.946380391309751,hacabox
DQ789464.1/2-132,1.995779795088235,3.9422546785345767,hacabox
AM051048.1/1-129,1.9942641251258502,3.9514888194440774,hacabox
AY948678.1/1-137,1.9917386476864056,3.9626643608624734,hacabox
DQ789485.1/2-135,1.9867612117565443,3.9090635636013786,hacabox
AY948678.1/1-137,1.9917386476864056,3.9626643608624734,hacabox
DQ789485.1/2-135,1.9867612117565443,3.9090635636013786,hacabox
AY948679.1/1-131,1.952822632732397,3.823370187819397,hacabox
AAGD02000374.1/11494-11623,1.9253665117361938,3.7490621378528326,hacabox
AY948679.1/1-131,1.952822632732397,3.823370187819397,hacabox
AAGD02000374.1/11494-11623,1.9253665117361938,3.7490621378528326,hacabox
AY948680.1/1-129,1.979347111979867,3.918056707770695,hacabox
DQ789471.1/2-129,1.983679691947498,3.9210926855528463,hacabox
