nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
AM270162.1/34733-34641,139.24999999999997,124.33968856567964,515.4839548516412,3.869484562297852,0.2226211849192101,2.9311091785373966,126.38334542177618,127.06835502132735,27.71427399598215,40.393026484801844,124.33968856567964,184.4243819854209,511.6144702893434,16146.366847826086,144.03135550061904,72.01567775030952,0.9076003261886981,0.3539306081325945,0.2675949980570595,cdbox
AACD01000017.1/202498-202407,129.00000000000006,71.56494083678751,667.7174090409037,0.6893346476618052,0.23772609819121437,3.161503375023866,152.04933409916663,152.882487372017,19.670800064899407,31.36230993023126,71.56494083678751,182.32532820192102,667.0280743932419,23373.054945054937,150.96301827168978,75.48150913584489,1.178677008520671,1.1332188891880324,0.2201921553468074,cdbox
AP007169.1/1056814-1056914,147.24999999999997,96.5727369186491,619.1444030713378,6.195356207472484,0.22863610639501983,3.070030006510924,137.4054220182013,138.0907400950549,37.46561170279604,57.119718864916855,96.5727369186491,204.86314287892515,612.9490468638653,19069.052500000005,147.7434240140083,73.87171200700415,0.9331437828061211,1.1064467981759398,0.217609377706606,cdbox
AM920431.1/1133479-1133568,130.49999999999997,80.65357771754292,738.1265311762237,0.12630444345103056,0.22988505747126442,3.045840675128342,153.49348520377012,154.35339941223307,15.972008608759452,32.873381874896005,80.65357771754292,176.70200367573878,738.0002267327727,23824.971910112356,143.82862180084277,71.91431090042138,1.176195288917779,0.9742385264680807,0.29900927740138533,cdbox
nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
AM270162.1/34733-34641,139.24999999999997,124.33968856567964,515.4839548516412,3.869484562297852,0.2226211849192101,2.9311091785373966,126.38334542177618,127.06835502132735,27.71427399598215,40.393026484801844,124.33968856567964,184.4243819854209,511.6144702893434,16146.366847826086,144.03135550061904,72.01567775030952,0.9076003261886981,0.3539306081325945,0.2675949980570595,cdbox
AACD01000017.1/202498-202407,129.00000000000006,71.56494083678751,667.7174090409037,0.6893346476618052,0.23772609819121437,3.161503375023866,152.04933409916663,152.882487372017,19.670800064899407,31.36230993023126,71.56494083678751,182.32532820192102,667.0280743932419,23373.054945054937,150.96301827168978,75.48150913584489,1.178677008520671,1.1332188891880324,0.2201921553468074,cdbox
AP007169.1/1056814-1056914,147.24999999999997,96.5727369186491,619.1444030713378,6.195356207472484,0.22863610639501983,3.070030006510924,137.4054220182013,138.0907400950549,37.46561170279604,57.119718864916855,96.5727369186491,204.86314287892515,612.9490468638653,19069.052500000005,147.7434240140083,73.87171200700415,0.9331437828061211,1.1064467981759398,0.217609377706606,cdbox
AM920431.1/1133479-1133568,130.49999999999997,80.65357771754292,738.1265311762237,0.12630444345103056,0.22988505747126442,3.045840675128342,153.49348520377012,154.35339941223307,15.972008608759452,32.873381874896005,80.65357771754292,176.70200367573878,738.0002267327727,23824.971910112356,143.82862180084277,71.91431090042138,1.176195288917779,0.9742385264680807,0.29900927740138533,cdbox
