nameseq,k1,k2,label
AY948703.1/1-131,1.9821762950119572,3.934702258268061,hacabox
DQ789483.1/3-133,1.9760549813209227,3.8903155552115307,hacabox
DQ789473.1/5-135,1.9864185452351721,3.92799229576228,hacabox
AY948702.1/1-131,1.962415308635355,3.887593279063459,hacabox
nameseq,k1,k2,label
AY948703.1/1-131,1.9821762950119572,3.934702258268061,hacabox
DQ789483.1/3-133,1.9760549813209227,3.8903155552115307,hacabox
DQ789473.1/5-135,1.9864185452351721,3.92799229576228,hacabox
AY948702.1/1-131,1.962415308635355,3.887593279063459,hacabox
