nameseq,k1,k2,label
AAHK01002462.1/4028-3959,1.8596334194407005,3.6649999081556444,hacabox
FR796458.1/633802-633887,1.8738917868372065,3.696764422019682,hacabox
FN554972.1/374434-374365,1.9563773622329637,3.820401322082933,hacabox
FR798998.1/764012-763927,1.8598413142981225,3.6885659983488583,hacabox
nameseq,k1,k2,label
AAHK01002462.1/4028-3959,1.8596334194407005,3.6649999081556444,hacabox
FR796458.1/633802-633887,1.8738917868372065,3.696764422019682,hacabox
FN554972.1/374434-374365,1.9563773622329637,3.820401322082933,hacabox
FR798998.1/764012-763927,1.8598413142981225,3.6885659983488583,hacabox
