nameseq,k1,k2,label
AJ494930.1/3-84,1.9610384097021263,3.8020985238124485,cdbox
AJ490373.1/3-94,1.9844931900928526,3.815423622193648,cdbox
AJ494931.1/3-84,1.9598428384748614,3.7056865310389107,cdbox
AJ494932.1/3-84,1.9631524933454045,3.824039745799916,cdbox
nameseq,k1,k2,label
AJ494930.1/3-84,1.9610384097021263,3.8020985238124485,cdbox
AJ490373.1/3-94,1.9844931900928526,3.815423622193648,cdbox
AJ494931.1/3-84,1.9598428384748614,3.7056865310389107,cdbox
AJ494932.1/3-84,1.9631524933454045,3.824039745799916,cdbox
