nameseq,k1,k2,label
AM050842.1/3-68,1.9494643027794054,3.752493968931008,cdbox
AAGD02000356.1/28674-28739,1.9436178365849446,3.722659591281811,cdbox
CAAC02000450.1/1739599-1739534,1.9714157726920518,3.810604453138332,cdbox
ABEG02001356.1/1765-1830,1.9527101163876024,3.7082194987990458,cdbox
nameseq,k1,k2,label
AM050842.1/3-68,1.9494643027794054,3.752493968931008,cdbox
AAGD02000356.1/28674-28739,1.9436178365849446,3.722659591281811,cdbox
CAAC02000450.1/1739599-1739534,1.9714157726920518,3.810604453138332,cdbox
ABEG02001356.1/1765-1830,1.9527101163876024,3.7082194987990458,cdbox
