nameseq,k1,k2,label
AC007580.6/21024-21105,1.8350548244334446,3.5413803236743377,cdbox
AC007580.6/21266-21347,1.8624238253436347,3.601065099676025,cdbox
AC008306.3/141140-141221,1.8350548244334446,3.5413803236743377,cdbox
AC008306.3/141382-141463,1.8624238253436347,3.601065099676025,cdbox
nameseq,k1,k2,label
AC007580.6/21024-21105,1.8350548244334446,3.5413803236743377,cdbox
AC007580.6/21266-21347,1.8624238253436347,3.601065099676025,cdbox
AC008306.3/141140-141221,1.8350548244334446,3.5413803236743377,cdbox
AC008306.3/141382-141463,1.8624238253436347,3.601065099676025,cdbox
