nameseq,k1,k2,label
AC004288.1/11652-11734,1.8917377782008784,3.6341119040952106,cdbox
AC004288.1/10223-10308,1.8805850252245022,3.6693251510147435,cdbox
CR380952.1/649867-649758,1.8677266775883312,3.678699360796922,cdbox
AL606506.11/153543-153468,1.9592989105296894,3.798790698150916,cdbox
nameseq,k1,k2,label
AC004288.1/11652-11734,1.8917377782008784,3.6341119040952106,cdbox
AC004288.1/10223-10308,1.8805850252245022,3.6693251510147435,cdbox
CR380952.1/649867-649758,1.8677266775883312,3.678699360796922,cdbox
AL606506.11/153543-153468,1.9592989105296894,3.798790698150916,cdbox
