nameseq,k1,k2,label
AC104631.2/33035-32954,1.8313580467221136,3.574177635213157,cdbox
AC104631.2/34419-34338,1.8658344033175673,3.6479328012753434,cdbox
AANI01016544.1/160806-160723,1.8409144082396112,3.559259867421863,cdbox
AAFS01000767.1/35932-35850,1.847218677640829,3.569791745028621,cdbox
nameseq,k1,k2,label
AC104631.2/33035-32954,1.8313580467221136,3.574177635213157,cdbox
AC104631.2/34419-34338,1.8658344033175673,3.6479328012753434,cdbox
AANI01016544.1/160806-160723,1.8409144082396112,3.559259867421863,cdbox
AAFS01000767.1/35932-35850,1.847218677640829,3.569791745028621,cdbox
