nameseq,k1,k2,label
FN596005.1/903411-903317,1.9147044096330013,3.6707612287031015,cdbox
AC151822.29/114914-115009,1.9515934499472312,3.7632523774052635,cdbox
AC207704.1/39109-39009,1.9471781724328658,3.752627541483232,cdbox
AJ307919.1/1-98,1.9840009775347895,3.8563574536889305,cdbox
nameseq,k1,k2,label
FN596005.1/903411-903317,1.9147044096330013,3.6707612287031015,cdbox
AC151822.29/114914-115009,1.9515934499472312,3.7632523774052635,cdbox
AC207704.1/39109-39009,1.9471781724328658,3.752627541483232,cdbox
AJ307919.1/1-98,1.9840009775347895,3.8563574536889305,cdbox
