nameseq,k1,k2,label
AL713946.3/150758-150869,1.985894547344663,3.907527666966162,cdbox
AJ536284.1/1-112,1.980387943672596,3.8851317092135504,cdbox
AJ536283.1/1-110,1.999293017761564,3.957963022480497,cdbox
AC021043.4/111618-111721,1.9920771658979362,3.924454262093643,cdbox
nameseq,k1,k2,label
AL713946.3/150758-150869,1.985894547344663,3.907527666966162,cdbox
AJ536284.1/1-112,1.980387943672596,3.8851317092135504,cdbox
AJ536283.1/1-110,1.999293017761564,3.957963022480497,cdbox
AC021043.4/111618-111721,1.9920771658979362,3.924454262093643,cdbox
