nameseq,k1,k2,label
M20765.1/237-423,0.7345934970974292,0.9240374609781478,hacabox
AABY01000088.1/34426-34241,0.7427448259914442,0.9282688093498904,hacabox
AACG02000010.1/70750-70564,0.7388830106665905,0.9273326396115158,hacabox
AACI02000041.1/11601-11416,0.737021620996647,0.9259313367421476,hacabox
nameseq,k1,k2,label
M20765.1/237-423,0.7345934970974292,0.9240374609781478,hacabox
AABY01000088.1/34426-34241,0.7427448259914442,0.9282688093498904,hacabox
AACG02000010.1/70750-70564,0.7388830106665905,0.9273326396115158,hacabox
AACI02000041.1/11601-11416,0.737021620996647,0.9259313367421476,hacabox
