nameseq,k1,k2,label
FBgn0063375,0.7171529768932366,0.9134349030470914,real
FBgn0063377,0.6988177894539314,0.9012345679012346,real
FBgn0063381,0.725897920604915,0.91219723183391,real
FBgn0063385,0.7229488703923901,0.9164413196322336,real
FBgn0063386,0.7378035197148586,0.9205693296602387,real
FBgn0063389,0.7339965397923875,0.9186901314323903,real
FBgn0065053,0.7457561728395061,0.9323546915294585,real
FBgn0065066,0.724952741020794,0.9145679012345679,real
FBgn0065080,0.7197231833910034,0.9039875250612609,real
FBgn0082926,0.7178125,0.9097900977407467,real
FBgn0082928,0.695916955017301,0.9067460317460317,real
FBgn0082931,0.7255162419997585,0.9180246913580247,real
FBgn0082935,0.7355442176870748,0.9194367832776891,real
FBgn0082938,0.7324444444444445,0.9149013878743608,real
FBgn0082940,0.6978125,0.8979330235539177,real
FBgn0082941,0.70144812537195,0.9081632653061225,real
FBgn0082943,0.7063585764884466,0.9054709141274239,real
FBgn0082946,0.7194595608932257,0.9155092592592593,real
FBgn0082949,0.7018106072744752,0.9017094017094017,real
FBgn0082950,0.689404432132964,0.8856888888888889,real
FBgn0082951,0.7336,0.9199061320273442,real
FBgn0082952,0.6928670360110802,0.9031111111111111,real
FBgn0083988,0.6982248520710059,0.8930864197530864,real
FBgn0086021,0.739924497500255,0.9181591003748438,real
FBgn0086023,0.7239231043075828,0.9171882086167801,real
FBgn0086028,0.7137447092893741,0.9031221303948577,real
FBgn0086033,0.7425683709869204,0.9262759924385633,real
FBgn0086039,0.7288421842747232,0.9089506172839507,real
FBgn0086041,0.7017045454545454,0.9097635090500726,real
FBgn0086042,0.7319976195199366,0.9244897959183673,real
FBgn0086049,0.7066175292421086,0.9079552925706772,real
FBgn0086051,0.7228444444444444,0.914536157779401,real
FBgn0086053,0.7189333333333332,0.9101533966398831,real
FBgn0086055,0.733840830449827,0.9229024943310657,real
FBgn0086056,0.7392290249433107,0.9182755116852954,real
FBgn0086057,0.678228696959186,0.8830340264650284,real
FBgn0086063,0.6666666666666666,0.886728823646102,real
FBgn0086065,0.7259375,0.9194039416760135,real
FBgn0086066,0.7415195397738544,0.9110204081632653,real
FBgn0086067,0.711111111111111,0.906135865595325,real
FBgn0086069,0.6709394501602294,0.8926592797783934,real
FBgn0086074,0.745233399079553,0.9269691347613426,real
FBgn0086075,0.7172004132231404,0.9081780948606156,real
FBgn0086079,0.7093263276412085,0.904320987654321,real
FBgn0086533,0.713469387755102,0.9115731989077924,real
FBgn0015543,0.7093263276412085,0.90625,real
FBgn0020518,0.6972386587771203,0.9030190588632148,real
FBgn0025881,0.7353747356879943,0.920280612244898,real
FBgn0025882,0.7416978625769834,0.9234567901234568,real
FBgn0065071,0.736466919135665,0.9265381083562901,real
FBgn0082919,0.7047994740302432,0.9013324337999663,real
FBgn0086027,0.7484870060519758,0.932063492063492,real
FBgn0086061,0.7282608695652174,0.9165559715010264,real
FBgn0086068,0.7241946088099934,0.9168493843818519,real
FBgn0086072,0.7226553798173312,0.9077134986225895,real
FBgn0086603,0.7390816326530611,0.9272811966254335,real
FBgn0261973,0.8391608391608392,0.951993652053164,real
FBgn0065073,0.7416326530612245,0.922830081258734,real
FBgn0065076,0.7312396694214875,0.9231824417009602,real
FBgn0065058,0.7458908612754767,0.9293304098498903,real
FBgn0065070,0.7468955441928414,0.9307562394445487,real
FBgn0065048,0.7453640282000735,0.9322606814494321,real
FBgn0063392,0.7370827617741198,0.9246875,real
