nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
DQ789459|DQ789459.1,168.5,112.09444083287063,723.78981205311,1.035255328206714,0.25717111770524237,3.830088935773507,174.84350145201276,175.51988115928785,16.874800564811547,43.45933307512152,112.09444083287063,235.84315566279824,722.7545567249033,30807.228682170527,192.38382258767672,96.19191129383836,1.0376468928902833,0.9678179405931826,0.20854904592792933,real
DQ789460|DQ789460.1,163.49999999999997,127.19067473714723,980.4007284194049,0.5477555181396808,0.2568807339449542,3.6405766145125544,154.3089433571496,154.92494957236553,27.8681418668008,52.61823166045963,127.19067473714723,235.47272543786164,979.8529729012653,24001.740000000005,182.854493777402,91.427246888701,0.9437855862822606,0.7059083771732098,0.28646266358807715,real
DQ789461|DQ789461.1,178.0000000000001,132.89484801670733,776.4565595227157,0.18165219046521697,0.25468164794007475,3.819116850488633,159.19484916290472,159.7833718693091,25.63750760526324,47.844607267893274,132.89484801670733,275.50275421628504,776.2749073322505,25530.725925925915,227.65814694839176,113.82907347419588,0.8943530851848573,0.8499989582666052,0.2989933567273192,real
DQ789462|DQ789462.1,154.0,107.9913862057162,457.61177057241036,2.882993736701906,0.2597402597402597,3.5717152038584308,127.82018619920717,128.3561222445079,35.180315964428026,55.60069041147348,107.9913862057162,227.06727835020777,454.72877683570846,16475.294117647052,171.46658793873428,85.73329396936714,0.8300012090857608,1.0798438453824404,0.24430293387458207,real
DQ789463|DQ789463.1,173.2500000000001,114.23444487642296,1121.8196467136204,0.25,0.27128427128427113,4.05783886550378,192.01236939322428,192.69690764069287,29.2115258593206,50.965290798932834,114.23444487642296,223.74392789700968,1121.5696467136204,37132.098214285725,172.77863709807684,86.38931854903842,1.1082965044341941,0.922058646170631,0.24595837406609752,real
DQ789464|DQ789464.1,169.00000000000006,100.27548967345021,1436.6743869756351,0.0,0.2603550295857987,3.967267359460394,226.3426605834614,227.20492146051296,21.427133451521932,33.2922880504459,100.27548967345021,227.5548437249989,1436.6743869756351,51622.076335877864,194.262555674553,97.1312778372765,1.3393056839258066,0.9108911702644994,0.27432016223800276,real
DQ789465|DQ789465.1,171.25000000000006,147.03451084779093,783.6396225193789,3.9841538704221473,0.24330900243308992,3.481129584914123,145.8072357600953,146.3939875704402,35.9676917146616,60.38781572719812,147.03451084779093,227.5147846009293,779.6554686489568,21431.199596774197,167.1269688737312,83.5634844368656,0.8514291139275635,0.4982363672002989,0.2994484608111759,real
DQ789466|DQ789466.1,180.50000000000003,117.29225259294876,724.0691241877616,1.0,0.25484764542936283,3.915762950656451,172.30858945508209,172.9363095283483,17.94511454480512,38.186686187459145,117.29225259294876,289.25994545203935,723.0691241877616,29906.967153284688,251.0732592645802,125.5366296322901,0.9546182241278784,1.1004863008909105,0.29105709585884226,real
DQ789467|DQ789467.1,195.25000000000006,140.1310945449025,853.9892639804141,4.352074782042213,0.24071702944942375,3.7436868253304025,171.88295436139097,172.49572976080972,30.411305702659373,64.02801795491696,140.1310945449025,334.3945276449343,849.6371891983719,29754.776785714297,270.3665096900174,135.1832548450087,0.880322429507764,0.962030917956084,0.3659993683898804,real
DQ789468|DQ789468.1,164.25000000000009,106.98890130940839,769.0,0.17122401189635636,0.2617960426179603,3.779079661058223,152.56146302392358,153.1562468118751,20.18390919679048,43.61550609148155,106.98890130940839,259.1106696282103,768.8287759881036,23456.8359375,215.49516353672874,107.74758176836437,0.928836913387662,1.1259940267145792,0.36129194091867506,real
DQ789469|DQ789469.1,213.25000000000014,179.33067894935905,964.8966399002192,2.318953695238973,0.22039859320046878,3.564582073924774,178.64419945802885,179.2810791944952,31.126715852320814,66.21067661717085,179.33067894935905,318.7198660241327,962.5776862049802,32141.70535714286,252.50918940696187,126.25459470348093,0.8377219200845427,0.569612466907052,0.3399039498796318,real
DQ789470|DQ789470.1,181.25000000000006,143.20818688941813,622.2463390929579,5.951551634019369,0.25931034482758614,3.800439682815746,140.7719787457717,141.27384122436013,45.500740086315034,67.24387887593437,143.20818688941813,278.7551750303447,616.2947874589386,19958.29821428571,211.5112961544103,105.75564807720515,0.7766729861835677,0.8107113386382921,0.29424903598479074,real
DQ789471|DQ789471.1,176.25000000000003,114.43305684126966,664.2461463608322,7.212217912645701,0.24397163120567372,3.608001435346066,157.34675084030175,157.96019079185743,26.111141065263087,69.47015389901411,114.43305684126966,258.4548647302733,657.0339284481865,24951.421875,188.98471083125918,94.49235541562959,0.8927475224981658,1.1786123862475777,0.22547966997458138,real
DQ789472|DQ789472.1,189.00000000000003,118.38432884778439,789.144765168603,1.095449336598822,0.23280423280423276,3.6234360335429825,185.94622878671132,186.6545979377355,25.827242666058762,59.52159716027218,118.38432884778439,226.37309867880023,788.0493158320043,34839.9389312977,166.85150151852804,83.42575075926402,0.9838424803529697,1.1392917987040487,0.2218192454301252,real
DQ789473|DQ789473.1,181.74999999999997,124.71170896161074,926.7842244284628,1.907684388310775,0.2475928473177442,3.814883303299935,198.25078814471328,198.98915490211195,37.07933310146026,53.143212165420536,124.71170896161074,249.90867367345453,924.876540040152,39596.68376865671,196.76546150803398,98.38273075401699,1.0907883804385876,0.8631232930598102,0.2703605387446529,real
DQ789474|DQ789474.1,193.24999999999994,121.81548045676867,1000.7832204289587,0.8489641610359311,0.22940922811556713,3.670703820217983,205.09083353480233,205.86622697540972,26.513961621065683,47.92040911083456,121.81548045676867,265.1258068626152,999.9342562679227,42380.90340909091,217.20539775178065,108.60269887589033,1.0612721010856527,1.0449202186958209,0.23701232763805627,real
DQ789475|DQ789475.1,189.24999999999991,115.35003260062716,769.4519007123846,0.25,0.23425803610744178,3.6775704661098967,182.91869778674896,183.6102643281869,30.666760668538895,50.80145475358386,115.35003260062716,296.17263609163444,769.2019007123846,33712.729166666664,245.37118133805058,122.68559066902529,0.9665452987410782,1.2120133418869041,0.2638701525324504,real
